,Tweets,Subjectivity,Polarity,Sentiment
939," My music.you won't be disappointed, or you will.  Or peshay studio set. Absolute banger of a mix is also an hq mix",0.825,-0.275,Negative
940, _Activity  Because I upload content I can’t have an understanding how YouTube work?That is a poor argument.I opened my YouTube channel in 2007 and have been an avid viewer of many channels over the years. It is safe to say I have learned a thing or thirty.,0.65,0.2125,Positive
941,SHOW MY BOY SOME LOVE!!!!! 💙💙💙,0.6,1.0,Positive
942,Madiel Lara ft Arias (From the Womb) - Pueto Pa' Dios (Official Music Vi...  via 💪,0.0,0.0,Neutral
943,Coming home the best way with Key Loch!,0.65,0.5,Positive
944,Listen To Your Heart - Roxette,0.0,0.0,Neutral
945,Caregivers! Please take care of yourselves!  cancer CancerAwareness caregiver cancercare cancercaregiver cancers caregiving,0.0,0.0,Neutral
946,"HUGE: The Massive Uprising Is Spreading!  via They are running people out of the suburbs, and rural areas of the country.They are trying to limit who’s allowed to live in which places in this country…They are driving everyone, to nowhere. ",0.6,0.1340909090909091,Positive
947," Please make a video on how to locate and draw Support and Resistant on tradingview. From a YouTube subscriber that watched all your trading videos from 4years ago till the latest, under 3 weeks.",0.9,0.5,Positive
948,"woke up from a nightmare half an hour ago, had to watch wwdits compilations on youtube to calm myself down",0.40185185185185185,-0.0074074074074074,Negative
949,"Finding out that Ian Jones-Quartey  and I are both patrons of the same youtube channel (_arena ) is really really cool🥺 Idk how the explain it exactly, but this just feels like the exact kind of future of media that I'm really excited about",0.37142857142857144,0.23928571428571427,Positive
950,_t33  Igualmente para ti Isa!!🙏🏼 tengas un excelente y bendecido inicio de semana!!🫰🏼❤️Good Mewning☀️🍀🌺🍂🎧 listening ForeverLove the great new song by MewSuppasit Ft. Bumkey ForeverLove_MewSuppasit มิวศุภศิษฏ์  HotTrendingSongsChart ,0.6022727272727273,0.4681818181818182,Positive
951,Brotherly love 💯,0.6,0.5,Positive
952,Follow Vegas BadBoyz👇🏼Facebook:     BadBoyz Merchandise: nxt wwe aew wrestling vincemcmahon retirement,0.0,0.0,Neutral
953,2022 Preview + Predictions - Saints &amp; Jaguars - -  via  ,0.0,0.0,Neutral
954,Karliene - Become the Beast (Extended Version)  via ,0.0,0.0,Neutral
955,Marvel Studios’ Black Panther: Wakanda Forever | Official Teaser  via ,0.43333333333333335,-0.16666666666666666,Negative
956,Spite    _Ann_Snake _Furie     _angelus  _metal      _metal,0.0,0.0,Neutral
957,"For most of her life, Rebecca has heard negative programing about being gay. Subscribe to my YouTube channel, Sofia Wellman, for weekly episodes of ""Freedom to Love."" If you or someone you know has an inspiring story, email filmsbysofiawellman.com",0.6166666666666667,0.32333333333333336,Positive
958, The old convention would be if you couldn’t see the runway at minimums eg 200’ you’d have to go around but most aircraft these days have virtually hands-off autoland capability using all 4 autopilots. ,0.35,0.3,Positive
959,"Brad Pitt, The Official Spokes Person for ""Skirt Woke Insurance"" LOL !!!""He wears a skirt he's one of the good ones"" LOL !!!""We thought the man bun was bold then dude went full on a skirt, damn this is genius"" LOL !!! - Demian Virgil Hammock",0.6527777777777778,0.7305555555555556,Positive
960,Jessy Jackson Youth Organising Change. Pressline C3foundation  via ,0.0,0.0,Neutral
961,"_Feldman_  Huge fan, love you.",0.75,0.45000000000000007,Positive
962,"O.G. MEMETICS, PRE RAREPEPE AND TRASHA",0.0,0.0,Neutral
963,Love this dark witch academy book review 💕 Gemini Queen by Laura Navarre - Review  via  reverseharem paranormalromance booktuber romance,0.5,0.175,Positive
964,PREMIUM ACCOUNT FOR SALE📀 Netflix 📀 Spotify 📀 Canva📀 Viu📀 Disney📀 Youtube ,0.0,0.0,Neutral
965,    The only reason I had a rebuttal to your use of his YouTube video is because I've seen others making claims using his videos before.,1.0,0.0,Neutral
966,ㅤ[WJSN] White and Gold fiesta! The elegant look of mermaids resembling the greek goddess. Today's stage is fun too. We hope everyone enjoys it!♥︎ |  ,0.3,0.2,Positive
967,"My New FAVORITE LED LIGHT For Video! (Godox M300D + Godox FLS8, LB01)  via ",0.7181818181818181,0.37878787878787873,Positive
968,Success Sunday:  The Importance of Investing In Experiences  via ,0.0,0.3,Positive
969,MUSIC SPACE : ‘Rain Day’ Behind Story &amp; Live Stage | THE NCT SHOW  출처 ,0.6,-0.13181818181818183,Negative
970,  The Clip!,0.0,0.0,Neutral
971," Ha funny, listening to the Zep on YouTube right now!",0.7678571428571428,0.30357142857142855,Positive
972,Chirpin' (feat. Fella)  via ,0.0,0.0,Neutral
973,Lesson from History: Transgender Mania is Sign of Cultural Collapse - Camille Paglia - YouTube ,0.1,0.1,Positive
974,"BLUES GATOR play HEROES by David Bowie  via  Merci Nadine LaBelle pour ce vidéo.Thanks Nathan Gilbert for the room, the equipment, the hospitality and the refreshments.",0.0,0.0,Neutral
975,IM LIVE WITH DROP KING!! COME HANG OUT!!   veve vevefam superstarfam,0.5,0.33291903409090906,Positive
976,"my homie in christ, no one is going to stop me from listening to true crime at work. it feels weird bc we've been scared off of listening to music when we're at school, much less watch youtube or keep streams in the BG",0.5722222222222222,-0.10555555555555556,Negative
977,       _band      “Born on the Bayou” Creedence Clearwater Revival  vocal cover by AJ THE MACK  to BeAnUplifter 👊🏼🤠🦅🇺🇸🎙 YallBeGoodNow ,0.0,0.0,Neutral
978,"The Rubinoos - Hurts Too Much [Berkeley, California, Power Pop] (1992)",0.2,0.2,Positive
979,  another interview ,0.0,0.0,Neutral
980,Video Link: ,0.0,0.0,Neutral
981,"_Soulful   Thank you, keep in touch.",0.0,0.0,Neutral
982,"""Kiss &amp; Tell"" video 🗣🔥Produced by _Music Check out the full video on my YouTube.Link below 🎬 ",0.55,0.35,Positive
983,source: ,0.0,0.0,Neutral
984, you my love United Kingdom.for you United States of America.for you saint Vincent and the Grenadines.for you my lovely provincy blida 09.for me only the 5 for us.Pillow الوسادة.المخدةOreiller,0.7833333333333333,0.3333333333333333,Positive
985,   showing up to the annual PTA Pasta Potluck,0.0,0.0,Neutral
986,guys !! i uploaded a highlights video for this past month's streams! :D I hope you enjoy !  Vtuber,0.5833333333333334,0.3958333333333333,Positive
987,"  I find great comfort in realizing the End of Civilization and the 6th Great Mass Extinction are occurring. That way I can accept that even if our Corporate Capitalist Politicians wanted to do something, it is obvious they are out matched and incapable of doing anything. ",0.5,0.4,Positive
988,_contagious _TXZEAL        _snively   @_mzishi_  _968             __J  @_s3mp     _abp           We have 2 adult cats too. My wife is turning into the cat lady I think.,0.3,0.1,Positive
989,"Future - WAIT FOR U (Official Music Video) ft. Drake, Tems  via ",0.125,0.0,Neutral
990,Vintage Lady Gaga Live at NYU - Captivated &amp; Electric Kiss  via  MING,0.5,0.13636363636363635,Positive
991,"Before you get upset, remember none of this is real: Gutfeld  via ",0.30000000000000004,0.2,Positive
992, It IS a real thing!,0.30000000000000004,0.25,Positive
993,"   Pleasure my man! Nailed it, and I think that everyone I've spoken to after the show learnt something which is no easy feat! 👏🏽👏🏽👏🏽👏🏽",0.8333333333333334,-0.27083333333333337,Negative
994,The Governors Debate is posted to YouTube so you can cast it and watch it on TV now.  ,0.0,0.0,Neutral
995,"S7-2401A Voltage AdjustableLOW POWER SWITCHING AC POWER SUPPLYFor inquiry, please contact us! Website Channel Inquiry Form ",0.0,0.0,Neutral
996, _TXZEAL        _snively   @_mzishi_  _968             __J  @_s3mp     _abp           They’re still babies!! 😻,0.0,0.0,Neutral
997,How Giant Tsunamis Work?  via ,1.0,0.0,Neutral
998, pls watch thank you,0.0,0.0,Neutral
999,"Scripted TV &amp; Video - New Youtube Channel, Content Creators 1 role ",0.45454545454545453,0.13636363636363635,Positive
